BertKeyWords,YakeKeyWords,TextRankKeywords
"[""cannibalism"", ""cannibal"", ""guinean"", ""papua"", ""guinea"", ""finnegan"", ""melanesian"", ""uncle"", ""bosie"", ""claim""]","[""guinea"", ""papua"", ""biden"", ""uncle"", ""plane"", ""kabuni"", ""war"", ""png"", ""lot"", ""pacific""]","[""wa"", ""new"", ""said"", ""guinea"", ""uncle"", ""biden"", ""papua"", ""say"", ""plane"", ""png""]"
"[""vegetarian"", ""cook"", ""squash"", ""baked"", ""baking"", ""gratin"", ""pie"", ""eating"", ""butternut"", ""yoghurt""]","[""minute"", ""sprout"", ""rice"", ""add"", ""cook"", ""onion"", ""butter"", ""salt"", ""lemon"", ""oil""]","[""sprout"", ""minute"", ""rice"", ""add"", ""two"", ""pastry"", ""squash"", ""onion"", ""water"", ""lemon""]"
"[""golf"", ""golfing"", ""trump"", ""columnist"", ""biden"", ""golfbased"", ""sport"", ""joe"", ""boast"", ""amusing""]","[""trump"", ""golf"", ""campaign"", ""biden"", ""bidens"", ""club"", ""reilly"", ""donald"", ""event"", ""president""]","[""trump"", ""golf"", ""campaign"", ""biden"", ""course"", ""bidens"", ""event"", ""club"", ""medium"", ""former""]"
"[""polling"", ""biden"", ""voter"", ""pollster"", ""reelection"", ""bidens"", ""election"", ""voting"", ""candidate"", ""democrat""]","[""voter"", ""biden"", ""trump"", ""poll"", ""bidens"", ""found"", ""time"", ""survey"", ""candidate"", ""black""]","[""voter"", ""biden"", ""trump"", ""said"", ""poll"", ""survey"", ""black"", ""bidens"", ""candidate"", ""time""]"
"[""biden"", ""polling"", ""election"", ""bidens"", ""younger"", ""voter"", ""donald"", ""2020"", ""optimism"", ""columnist""]","[""trump"", ""biden"", ""bidens"", ""point"", ""poll"", ""word"", ""campaign"", ""voter"", ""judgment"", ""election""]","[""trump"", ""ha"", ""biden"", ""wa"", ""word"", ""campaign"", ""voter"", ""le"", ""bidens"", ""poll""]"
"[""welshman"", ""wycombe"", ""wembley"", ""cardiff"", ""palestine"", ""criticised"", ""holocaust"", ""guardian"", ""supporting"", ""tweet""]","[""jacobson"", ""club"", ""football"", ""wycombe"", ""antisemitism"", ""player"", ""people"", ""app"", ""guardian"", ""league""]","[""wa"", ""jacobson"", ""one"", ""say"", ""club"", ""wycombe"", ""football"", ""antisemitism"", ""think"", ""ha""]"
"[""millwall"", ""millwalls"", ""southampton"", ""chelsea"", ""gillingham"", ""millwallfc"", ""sacked"", ""relegation"", ""ipswich"", ""league""]","[""millwall"", ""coach"", ""neil"", ""charge"", ""harris"", ""start"", ""league"", ""head"", ""edward"", ""sacked""]","[""millwall"", ""one"", ""neil"", ""coach"", ""start"", ""charge"", ""league"", ""harris"", ""championship"", ""successful""]"
"[""refinery"", ""oil"", ""proposal"", ""biden"", ""oecd"", ""fuel"", ""eu"", ""government"", ""agenda"", ""finance""]","[""oil"", ""fossil"", ""gas"", ""fuel"", ""biden"", ""climate"", ""export"", ""end"", ""finance"", ""project""]","[""u"", ""oil"", ""biden"", ""gas"", ""fossil"", ""fuel"", ""commitment"", ""climate"", ""oecd"", ""project""]"
"[""asparagus"", ""gnocchi"", ""recipe"", ""potato"", ""parsley"", ""pepper"", ""rice"", ""garlic"", ""precooked"", ""soak""]","[""minute"", ""heat"", ""bean"", ""oil"", ""add"", ""olive"", ""turn"", ""radish"", ""salt"", ""oven""]","[""minute"", ""bean"", ""heat"", ""2"", ""asparagus"", ""fish"", ""oven"", ""radish"", ""sorrel"", ""cut""]"
"[""rafah"", ""gaza"", ""humanitarian"", ""hamas"", ""israeli"", ""ceasefire"", ""syria"", ""palestinian"", ""israel"", ""david""]","[""rafah"", ""biden"", ""time"", ""israel"", ""israeli"", ""humanitarian"", ""line"", ""red"", ""offensive"", ""official""]","[""u"", ""rafah"", ""biden"", ""time"", ""israel"", ""humanitarian"", ""ha"", ""also"", ""israeli"", ""netanyahu""]"
"[""robbie"", ""williams"", ""writer"", ""celebrity"", ""editing"", ""abusive"", ""read"", ""instagram"", ""tom"", ""rw""]","[""art"", ""williams"", ""ive"", ""dont"", ""people"", ""time"", ""robbie"", ""lycett"", ""thing"", ""good""]","[""wa"", ""jl"", ""im"", ""art"", ""rw"", ""williams"", ""people"", ""one"", ""ive"", ""dont""]"
"[""gaza"", ""hamas"", ""palestinian"", ""israeli"", ""humanitarian"", ""famine"", ""hunger"", ""aid"", ""bombardment"", ""flood""]","[""biden"", ""gaza"", ""israel"", ""netanyahu"", ""aid"", ""israeli"", ""hamas"", ""month"", ""told"", ""talk""]","[""biden"", ""israel"", ""gaza"", ""netanyahu"", ""aid"", ""u"", ""israeli"", ""would"", ""month"", ""hamas""]"
"[""editing"", ""editor"", ""comedian"", ""sweetbread"", ""write"", ""sprinkled"", ""graffitipainted"", ""uncensored"", ""yelped"", ""semicolon""]","[""joe"", ""birmingham"", ""city"", ""restaurant"", ""kray"", ""review"", ""issue"", ""editing"", ""food"", ""back""]","[""joe"", ""birmingham"", ""wa"", ""city"", ""restaurant"", ""could"", ""kray"", ""little"", ""back"", ""digbeth""]"
"[""lawsuit"", ""injury"", ""defendant"", ""litigation"", ""court"", ""solicitor"", ""accused"", ""player"", ""league"", ""neurological""]","[""player"", ""football"", ""hearing"", ""brain"", ""injury"", ""proceeding"", ""legal"", ""court"", ""comment"", ""body""]","[""player"", ""football"", ""injury"", ""court"", ""including"", ""game"", ""brain"", ""hearing"", ""proceeding"", ""legal""]"
"[""gomez"", ""gomezs"", ""footballer"", ""midfield"", ""liverpool"", ""sterling"", ""gareth"", ""injury"", ""defender"", ""pitch""]","[""gomez"", ""time"", ""back"", ""england"", ""front"", ""pitch"", ""injury"", ""happened"", ""previous"", ""squad""]","[""wa"", ""gomez"", ""ha"", ""back"", ""time"", ""last"", ""england"", ""liverpool"", ""front"", ""would""]"
"[""vehicle"", ""sedan"", ""car"", ""biden"", ""bumper"", ""accident"", ""driver"", ""collision"", ""lbj"", ""footage""]","[""biden"", ""secret"", ""service"", ""collision"", ""vehicle"", ""agent"", ""president"", ""sedan"", ""motorcade"", ""jill""]","[""biden"", ""wa"", ""said"", ""secret"", ""service"", ""vehicle"", ""collision"", ""agent"", ""president"", ""scene""]"
"[""recipe"", ""polenta"", ""mushroom"", ""griddle"", ""cook"", ""grating"", ""carrot"", ""dish"", ""grilled"", ""saucy""]","[""minute"", ""pan"", ""polenta"", ""mushroom"", ""cook"", ""heat"", ""salt"", ""onion"", ""oil"", ""add""]","[""polenta"", ""minute"", ""mushroom"", ""pan"", ""set"", ""fritter"", ""salt"", ""cook"", ""water"", ""finely""]"
"[""palestinian"", ""gaza"", ""israeli"", ""hamas"", ""israel"", ""sanction"", ""biden"", ""threatening"", ""threat"", ""statehood""]","[""palestinian"", ""state"", ""israel"", ""gaza"", ""settler"", ""war"", ""security"", ""biden"", ""order"", ""west""]","[""state"", ""palestinian"", ""u"", ""israel"", ""ha"", ""gaza"", ""settler"", ""biden"", ""war"", ""security""]"
"[""wicket"", ""crawley"", ""batted"", ""unbeaten"", ""pitch"", ""siraj"", ""hartley"", ""stump"", ""root"", ""bloke""]","[""root"", ""england"", ""crawley"", ""score"", ""joe"", ""india"", ""ball"", ""spin"", ""century"", ""needed""]","[""wa"", ""england"", ""root"", ""crawley"", ""india"", ""spin"", ""century"", ""much"", ""ball"", ""one""]"
"[""biden"", ""threatens"", ""war"", ""presidential"", ""insurgent"", ""netanyahu"", ""ceasefire"", ""campaign"", ""yemen"", ""2022""]","[""houthis"", ""biden"", ""war"", ""yemen"", ""saudi"", ""gaza"", ""conflict"", ""israel"", ""administration"", ""attack""]","[""houthis"", ""u"", ""biden"", ""war"", ""yemen"", ""saudi"", ""ha"", ""gaza"", ""military"", ""israel""]"
"[""duckett"", ""defence"", ""england"", ""stump"", ""rootys"", ""bowler"", ""inning"", ""advantage"", ""pat"", ""reverse""]","[""duckett"", ""day"", ""india"", ""run"", ""england"", ""back"", ""slip"", ""root"", ""playing"", ""team""]","[""wa"", ""duckett"", ""day"", ""india"", ""run"", ""back"", ""get"", ""england"", ""two"", ""u""]"
"[""hampshire"", ""biden"", ""nominee"", ""reelection"", ""candidate"", ""presidential"", ""democrat"", ""election"", ""nomination"", ""dnc""]","[""hampshire"", ""primary"", ""election"", ""win"", ""democratic"", ""biden"", ""bidens"", ""general"", ""trump"", ""campaign""]","[""new"", ""hampshire"", ""election"", ""democratic"", ""primary"", ""bidens"", ""campaign"", ""biden"", ""win"", ""general""]"
"[""biden"", ""polling"", ""economy"", ""welfare"", ""voter"", ""immigration"", ""columnist"", ""roosevelt"", ""joe"", ""wokeism""]","[""american"", ""people"", ""wealth"", ""average"", ""republican"", ""biden"", ""economy"", ""working"", ""pay"", ""big""]","[""american"", ""people"", ""u"", ""wealth"", ""let"", ""president"", ""like"", ""republican"", ""average"", ""economy""]"
"[""dementia"", ""elderly"", ""retirement"", ""lifespan"", ""ageing"", ""brain"", ""neuroscience"", ""older"", ""adulthood"", ""biden""]","[""brain"", ""age"", ""people"", ""healthy"", ""older"", ""decline"", ""memory"", ""good"", ""biden"", ""matter""]","[""brain"", ""age"", ""people"", ""older"", ""decline"", ""memory"", ""healthy"", ""biden"", ""say"", ""chan""]"
"[""borthwick"", ""rugby"", ""winger"", ""pearce"", ""welsh"", ""england"", ""coached"", ""henry"", ""penalty"", ""scrumhalf""]","[""bath"", ""smith"", ""game"", ""cokanasiga"", ""app"", ""world"", ""cup"", ""lineout"", ""guardian"", ""point""]","[""wa"", ""bath"", ""try"", ""smith"", ""ha"", ""cokanasiga"", ""game"", ""lineout"", ""guardian"", ""russell""]"
"[""swatting"", ""washington"", ""dispatching"", ""justice"", ""hoax"", ""incident"", ""dc"", ""threat"", ""police"", ""cnn""]","[""call"", ""judge"", ""swatting"", ""incident"", ""trump"", ""fire"", ""number"", ""threat"", ""emergency"", ""white""]","[""wa"", ""call"", ""swatting"", ""judge"", ""trump"", ""incident"", ""number"", ""fire"", ""threat"", ""emergency""]"
"[""colbert"", ""trump"", ""meyers"", ""presidential"", ""donald"", ""biden"", ""allegedly"", ""seth"", ""joked"", ""weirdo""]","[""trump"", ""colbert"", ""meyers"", ""biden"", ""doctor"", ""elvis"", ""weird"", ""guy"", ""joked"", ""fuck""]","[""trump"", ""colbert"", ""meyers"", ""look"", ""like"", ""biden"", ""weird"", ""doctor"", ""said"", ""also""]"
"[""itvcom"", ""sheen"", ""itv1"", ""callum"", ""itv1x"", ""cast"", ""driscoll"", ""howells"", ""directorial"", ""harrowing""]","[""drama"", ""bbc"", ""lycett"", ""boarder"", ""breathtaking"", ""joe"", ""sewage"", ""pandemic"", ""graham"", ""sheen""]","[""drama"", ""way"", ""also"", ""bbc"", ""pandemic"", ""boarder"", ""breathtaking"", ""sheen"", ""new"", ""lycett""]"
"[""swift"", ""swiftnotestheguardiancom"", ""libellous"", ""dickinson"", ""baseless"", ""cousin"", ""speculation"", ""taylor"", ""emily"", ""lineage""]","[""swift"", ""fan"", ""album"", ""alwyn"", ""tortured"", ""promo"", ""dickinson"", ""revealed"", ""department"", ""taylor""]","[""swift"", ""fan"", ""wa"", ""album"", ""ha"", ""alwyn"", ""way"", ""like"", ""last"", ""revealed""]"
"[""midfield"", ""gareth"", ""winger"", ""southgates"", ""midfielder"", ""southgate"", ""tottenham"", ""brentfords"", ""sterling"", ""chilwell""]","[""southgate"", ""england"", ""injury"", ""squad"", ""midfield"", ""city"", ""hope"", ""phillips"", ""chance"", ""liverpool""]","[""ha"", ""southgate"", ""england"", ""injury"", ""midfield"", ""city"", ""squad"", ""since"", ""liverpool"", ""hope""]"
"[""pardoning"", ""dakota"", ""decency"", ""liberal"", ""ought"", ""columnist"", ""vetted"", ""candidate"", ""bird"", ""insult""]","[""dog"", ""guard"", ""live"", ""pointer"", ""biden"", ""biting"", ""noem"", ""friend"", ""secret"", ""service""]","[""wa"", ""guard"", ""dog"", ""say"", ""noem"", ""gone"", ""biting"", ""pointer"", ""biden"", ""ill""]"
"[""juror"", ""bipartisan"", ""debate"", ""closing"", ""testify"", ""abortion"", ""denouncing"", ""ballot"", ""passed"", ""resign""]","[""bst"", ""biden"", ""johnson"", ""day"", ""trump"", ""republican"", ""greene"", ""holocaust"", ""house"", ""press""]","[""bst"", ""u"", ""biden"", ""ha"", ""said"", ""trump"", ""wa"", ""johnson"", ""updated"", ""day""]"
"[""biden"", ""bidens"", ""2020"", ""2024"", ""hamas"", ""gaza"", ""bipartisan"", ""polling"", ""ceasefire"", ""trump""]","[""biden"", ""bidens"", ""state"", ""union"", ""address"", ""alabama"", ""trump"", ""court"", ""house"", ""britt""]","[""biden"", ""ha"", ""trump"", ""state"", ""also"", ""bidens"", ""house"", ""access"", ""union"", ""alabama""]"
"[""gaza"", ""genocide"", ""palestinian"", ""election"", ""ceasefire"", ""humanitarian"", ""campaign"", ""israelgaza"", ""biden"", ""newsletter""]","[""vote"", ""state"", ""uncommitted"", ""party"", ""michigan"", ""movement"", ""biden"", ""time"", ""campaign"", ""oliver""]","[""ha"", ""vote"", ""wa"", ""state"", ""party"", ""michigan"", ""uncommitted"", ""biden"", ""time"", ""movement""]"
"[""ireland"", ""leinster"", ""france"", ""irish"", ""rugby"", ""farrell"", ""sporting"", ""marseille"", ""stade"", ""heartbreakingly""]","[""ireland"", ""france"", ""night"", ""place"", ""cup"", ""year"", ""world"", ""nation"", ""irish"", ""poor""]","[""ireland"", ""wa"", ""france"", ""night"", ""also"", ""way"", ""cup"", ""place"", ""yes"", ""next""]"
"[""netanyahu"", ""netanyahus"", ""israeli"", ""israel"", ""gaza"", ""palestinian"", ""hamas"", ""gazans"", ""benjamin"", ""yitzhak""]","[""israel"", ""biden"", ""netanyahu"", ""israeli"", ""deal"", ""rafah"", ""gaza"", ""hamas"", ""bengvir"", ""country""]","[""israel"", ""biden"", ""u"", ""ha"", ""netanyahu"", ""israeli"", ""rafah"", ""would"", ""want"", ""deal""]"
"[""lycett"", ""graeme"", ""surrey"", ""hollie"", ""bbc"", ""joe"", ""comedian"", ""sewage"", ""bikers"", ""dunne""]","[""bbc"", ""sewage"", ""stacey"", ""bikers"", ""solomon"", ""documentary"", ""water"", ""lancashire"", ""potato"", ""sort""]","[""bbc"", ""one"", ""sewage"", ""9pm"", ""family"", ""documentary"", ""like"", ""bikers"", ""start"", ""get""]"
"[""gaza"", ""palestinian"", ""israeli"", ""palestine"", ""israel"", ""voter"", ""election"", ""biden"", ""democratically"", ""ceasefire""]","[""vote"", ""biden"", ""president"", ""trump"", ""gaza"", ""israel"", ""policy"", ""voter"", ""democrat"", ""uncommitted""]","[""vote"", ""president"", ""biden"", ""trump"", ""gaza"", ""israel"", ""policy"", ""voter"", ""democrat"", ""democratic""]"
"[""biden"", ""reelection"", ""voter"", ""candidacy"", ""election"", ""nominee"", ""democrat"", ""presidency"", ""old"", ""unpopular""]","[""biden"", ""trump"", ""voter"", ""bidens"", ""issue"", ""republican"", ""state"", ""congress"", ""american"", ""lead""]","[""biden"", ""wa"", ""trump"", ""old"", ""voter"", ""one"", ""yet"", ""u"", ""republican"", ""issue""]"
"[""biden"", ""humanitarian"", ""gaza"", ""bidens"", ""hamas"", ""palestinian"", ""israeli"", ""aid"", ""campaign"", ""pledged""]","[""biden"", ""trump"", ""american"", ""president"", ""republican"", ""state"", ""congress"", ""bidens"", ""union"", ""vision""]","[""biden"", ""said"", ""trump"", ""republican"", ""american"", ""president"", ""u"", ""congress"", ""state"", ""gaza""]"
"[""biden"", ""beijing"", ""taiwan"", ""chinese"", ""china"", ""liyuan"", ""peng"", ""secretary"", ""pelosi"", ""conference""]","[""biden"", ""china"", ""taiwan"", ""meeting"", ""official"", ""chinese"", ""told"", ""change"", ""dictator"", ""view""]","[""biden"", ""xi"", ""china"", ""said"", ""wa"", ""u"", ""taiwan"", ""meeting"", ""chinese"", ""official""]"
"[""bargainhunter"", ""channel"", ""bargain"", ""daytimeshaped"", ""ryan"", ""comedian"", ""luxuryloving"", ""moneyoff"", ""night"", ""holiday""]","[""bargain"", ""holiday"", ""ryan"", ""wilkinson"", ""day"", ""romantic"", ""night"", ""show"", ""joe"", ""spa""]","[""ryan"", ""holiday"", ""bargain"", ""wilkinson"", ""day"", ""show"", ""romantic"", ""night"", ""ha"", ""get""]"
"[""klopp"", ""liverpool"", ""gomez"", ""klopps"", ""chelsea"", ""defender"", ""nevilles"", ""manager"", ""lad"", ""deserve""]","[""liverpool"", ""gomez"", ""klopp"", ""fan"", ""chelsea"", ""season"", ""cup"", ""manager"", ""team"", ""final""]","[""said"", ""liverpool"", ""gomez"", ""fan"", ""chelsea"", ""klopp"", ""manager"", ""u"", ""team"", ""cup""]"
"[""biden"", ""presidential"", ""nominee"", ""trump"", ""2020"", ""bidens"", ""partisan"", ""congress"", ""mueller"", ""speech""]","[""trump"", ""biden"", ""state"", ""week"", ""year"", ""president"", ""election"", ""american"", ""republican"", ""voter""]","[""trump"", ""biden"", ""wa"", ""year"", ""week"", ""state"", ""american"", ""voter"", ""republican"", ""democrat""]"
"[""biden"", ""president"", ""donald"", ""trump"", ""congressman"", ""politician"", ""representative"", ""bush"", ""democrat"", ""union""]","[""biden"", ""trump"", ""address"", ""president"", ""republican"", ""union"", ""state"", ""house"", ""bidens"", ""joe""]","[""biden"", ""trump"", ""wa"", ""republican"", ""house"", ""president"", ""address"", ""u"", ""would"", ""said""]"
"[""gaza"", ""palestinian"", ""palestine"", ""israel"", ""israeli"", ""jerusalem"", ""sinai"", ""forthcoming"", ""war"", ""amid""]","[""palestinian"", ""israel"", ""resolution"", ""state"", ""israeli"", ""international"", ""west"", ""occupation"", ""territory"", ""force""]","[""would"", ""israel"", ""palestinian"", ""israeli"", ""resolution"", ""international"", ""way"", ""state"", ""arab"", ""occupation""]"
"[""flacco"", ""quarterback"", ""flaccos"", ""quarterbacked"", ""cornerback"", ""undrafted"", ""watson"", ""qb1"", ""garrett"", ""quinnen""]","[""season"", ""game"", ""week"", ""sunday"", ""defense"", ""team"", ""flacco"", ""win"", ""jet"", ""raven""]","[""wa"", ""season"", ""game"", ""ha"", ""defense"", ""sunday"", ""week"", ""team"", ""flacco"", ""win""]"
"[""manchin"", ""manchins"", ""reelection"", ""trump"", ""romney"", ""joe"", ""presidency"", ""senator"", ""biden"", ""virginia""]","[""manchin"", ""trump"", ""democratic"", ""state"", ""donald"", ""back"", ""bid"", ""joe"", ""american"", ""senator""]","[""manchin"", ""ha"", ""trump"", ""state"", ""democratic"", ""senator"", ""back"", ""bid"", ""said"", ""american""]"
"[""kursk"", ""donetsk"", ""baltic"", ""ukraine"", ""alekseyenko"", ""sweden"", ""russianoccupied"", ""syrskyi"", ""russianinstalled"", ""gotland""]","[""russian"", ""region"", ""ukraine"", ""killed"", ""ukrainian"", ""nato"", ""attack"", ""thursday"", ""russia"", ""eastern""]","[""said"", ""russian"", ""region"", ""nato"", ""ukrainian"", ""ukraine"", ""russia"", ""killed"", ""attack"", ""ha""]"
"[""missile"", ""explosive"", ""bomber"", ""bomb"", ""dropandforget"", ""ukraine"", ""targeted"", ""donetsk"", ""threat"", ""weapon""]","[""ukrainian"", ""russia"", ""bomb"", ""report"", ""system"", ""air"", ""component"", ""umpc"", ""defence"", ""key""]","[""russia"", ""bomb"", ""ukrainian"", ""component"", ""system"", ""u"", ""china"", ""report"", ""aircraft"", ""umpc""]"
"[""greene"", ""murdochowned"", ""fox"", ""russian"", ""tabloid"", ""threat"", ""aid"", ""republicanled"", ""reporter"", ""congresswoman""]","[""aid"", ""greene"", ""ukraine"", ""marjorie"", ""house"", ""military"", ""taylor"", ""saturday"", ""bill"", ""idiot""]","[""greene"", ""aid"", ""marjorie"", ""ha"", ""ukraine"", ""military"", ""american"", ""russia"", ""right"", ""house""]"
"[""extradition"", ""ukraine"", ""ukrainian"", ""accused"", ""prosecution"", ""lithuania"", ""poland"", ""extradite"", ""suspect"", ""tribunal""]","[""crime"", ""case"", ""war"", ""country"", ""international"", ""ukraine"", ""court"", ""preparing"", ""condition"", ""justice""]","[""crime"", ""case"", ""ukraine"", ""war"", ""international"", ""country"", ""court"", ""also"", ""condition"", ""said""]"
"[""moscow"", ""pokrovsk"", ""ukraine"", ""crimea"", ""sovietera"", ""attacking"", ""ocheretyne"", ""russian"", ""airfield"", ""avdiivka""]","[""russian"", ""ukrainian"", ""russia"", ""ukraine"", ""city"", ""official"", ""force"", ""missile"", ""sunday"", ""military""]","[""russian"", ""ukrainian"", ""russia"", ""said"", ""ukraine"", ""official"", ""city"", ""wa"", ""missile"", ""force""]"
"[""crimea"", ""crimean"", ""missilearmed"", ""ukraine"", ""moscow"", ""intercepted"", ""security"", ""compromised"", ""spy"", ""mbt""]","[""ukraine"", ""russian"", ""russia"", ""defence"", ""gmt"", ""military"", ""force"", ""tuesday"", ""minister"", ""call""]","[""ukraine"", ""said"", ""russian"", ""gmt"", ""russia"", ""defence"", ""ha"", ""wa"", ""country"", ""force""]"
"[""moscow"", ""ukraine"", ""putin"", ""russianoccupied"", ""ukrainian"", ""russian"", ""kgb"", ""tatarsky"", ""reporter"", ""kremlin""]","[""ukraine"", ""russia"", ""gmt"", ""ukrainian"", ""russian"", ""moscow"", ""plane"", ""nato"", ""updated"", ""state""]","[""said"", ""ukraine"", ""ha"", ""gmt"", ""wa"", ""russia"", ""ukrainian"", ""russian"", ""u"", ""moscow""]"
"[""poland"", ""polish"", ""ukraine"", ""artillery"", ""czech"", ""kyiv"", ""ukrainian"", ""warsaw"", ""nato"", ""eu""]","[""ukraine"", ""russian"", ""monday"", ""defence"", ""region"", ""foreign"", ""missile"", ""russia"", ""minister"", ""ukrainian""]","[""ukraine"", ""said"", ""russian"", ""defence"", ""eu"", ""russia"", ""foreign"", ""monday"", ""ha"", ""region""]"
"[""ukraine"", ""donetsk"", ""crimea"", ""ukrainian"", ""kyiv"", ""moscowoccupied"", ""moscow"", ""kyivan"", ""boris"", ""gmt""]","[""ukraine"", ""gmt"", ""russia"", ""russian"", ""ukrainian"", ""defence"", ""updated"", ""war"", ""nato"", ""air""]","[""ukraine"", ""said"", ""gmt"", ""russia"", ""wa"", ""ha"", ""russian"", ""ukrainian"", ""updated"", ""defence""]"
"[""bipartisan"", ""senate"", ""putin"", ""senator"", ""ukraine"", ""funding"", ""biden"", ""negotiated"", ""vote"", ""approve""]","[""senate"", ""aid"", ""ukraine"", ""bill"", ""tuesday"", ""package"", ""foreign"", ""israel"", ""funding"", ""republican""]","[""senate"", ""said"", ""aid"", ""ukraine"", ""bill"", ""tuesday"", ""u"", ""israel"", ""package"", ""house""]"
"[""ukraine"", ""ukrainian"", ""kyiv"", ""moldova"", ""hungary"", ""slovakia"", ""gmt"", ""kursk"", ""viktor"", ""moscowappointed""]","[""ukraine"", ""gmt"", ""russian"", ""ukrainian"", ""region"", ""russia"", ""missile"", ""attack"", ""city"", ""updated""]","[""said"", ""ukraine"", ""gmt"", ""russian"", ""ha"", ""wa"", ""russia"", ""region"", ""updated"", ""ukrainian""]"
"[""ukraine"", ""ukrainian"", ""kyiv"", ""nato"", ""poland"", ""putin"", ""polish"", ""russian"", ""ukpoland"", ""defence""]","[""ukraine"", ""support"", ""package"", ""defence"", ""military"", ""russia"", ""air"", ""polish"", ""security"", ""poland""]","[""ukraine"", ""support"", ""defence"", ""package"", ""nato"", ""air"", ""uk"", ""poland"", ""russia"", ""military""]"
"[""trump"", ""donald"", ""nominee"", ""chaos"", ""presidency"", ""indictment"", ""election"", ""proceeding"", ""flapping"", ""kyiv""]","[""republican"", ""trump"", ""ukraine"", ""election"", ""president"", ""biden"", ""bill"", ""side"", ""rule"", ""voting""]","[""republican"", ""mr"", ""trump"", ""ukraine"", ""election"", ""president"", ""last"", ""wa"", ""ha"", ""biden""]"
"[""eurovision"", ""velykokostromska"", ""klymenko"", ""alyona"", ""performing"", ""ukrainian"", ""sound"", ""celebrate"", ""culture"", ""supportive""]","[""alyona"", ""heil"", ""eurovision"", ""jerry"", ""ukrainian"", ""song"", ""semifinal"", ""contest"", ""malm"", ""winning""]","[""alyona"", ""eurovision"", ""heil"", ""say"", ""jerry"", ""song"", ""ukrainian"", ""like"", ""ha"", ""semifinal""]"
"[""kyiv"", ""russian"", ""ukrainian"", ""moscow"", ""ukraine"", ""russia"", ""soviet"", ""lviv"", ""putin"", ""journalist""]","[""stout"", ""ukraine"", ""russian"", ""war"", ""train"", ""odesa"", ""russia"", ""ukrainian"", ""book"", ""brilliant""]","[""wa"", ""stout"", ""ukraine"", ""russian"", ""war"", ""ukrainian"", ""ha"", ""odesa"", ""train"", ""book""]"
"[""ukraineborn"", ""bombed"", ""missile"", ""bombardment"", ""airstrikes"", ""donetsk"", ""bombing"", ""ukraine"", ""kharkiv"", ""explosiverigged""]","[""ukraine"", ""russian"", ""ukrainian"", ""russia"", ""attack"", ""missile"", ""kharkiv"", ""sbu"", ""head"", ""moscow""]","[""ukraine"", ""russian"", ""said"", ""ha"", ""ukrainian"", ""missile"", ""russia"", ""wa"", ""attack"", ""moscow""]"
"[""lithuania"", ""nato"", ""ukraine"", ""ukrainian"", ""lithuanian"", ""putin"", ""kremlin"", ""tactical"", ""training"", ""macron""]","[""ukraine"", ""ukrainian"", ""russia"", ""country"", ""part"", ""landsbergis"", ""macron"", ""air"", ""troop"", ""defence""]","[""said"", ""ukraine"", ""russia"", ""ukrainian"", ""country"", ""ha"", ""part"", ""landsbergis"", ""need"", ""macron""]"
"[""blue"", ""colourising"", ""colour"", ""soviet"", ""photography"", ""artwork"", ""photobrussels"", ""kharkiv"", ""mikhailov"", ""dusk""]","[""series"", ""made"", ""time"", ""image"", ""state"", ""generation"", ""war"", ""soviet"", ""ukraine"", ""mikhailov""]","[""series"", ""made"", ""state"", ""image"", ""soviet"", ""war"", ""time"", ""ukraine"", ""wa"", ""ha""]"
"[""ukraine"", ""greece"", ""ukrainian"", ""kyiv"", ""kyivs"", ""crimea"", ""kyriakos"", ""greek"", ""boris"", ""zelenskiy""]","[""ukraine"", ""russian"", ""russia"", ""gmt"", ""reuters"", ""asset"", ""putin"", ""wednesday"", ""report"", ""president""]","[""ukraine"", ""said"", ""russian"", ""ha"", ""russia"", ""gmt"", ""wa"", ""asset"", ""would"", ""putin""]"
"[""ukraine"", ""eurovision"", ""gaza"", ""palestine"", ""jamala"", ""israelhamas"", ""israel"", ""boycott"", ""war"", ""genocide""]","[""war"", ""ukraine"", ""eurovision"", ""people"", ""entrant"", ""boycott"", ""israel"", ""contest"", ""artist"", ""genocide""]","[""war"", ""said"", ""eurovision"", ""ukraine"", ""people"", ""genocide"", ""entrant"", ""alexander"", ""jamala"", ""israel""]"
"[""impeachment"", ""greene"", ""marjorie"", ""congresswoman"", ""presidential"", ""congress"", ""corrupt"", ""ungovernable"", ""filed"", ""johnson""]","[""greene"", ""johnson"", ""ukraine"", ""marjorie"", ""republican"", ""speaker"", ""buck"", ""point"", ""aid"", ""idea""]","[""greene"", ""johnson"", ""marjorie"", ""ukraine"", ""ha"", ""republican"", ""wa"", ""last"", ""buck"", ""party""]"
"[""ukraine"", ""crimea"", ""nato"", ""putin"", ""ukrainian"", ""russian"", ""russia"", ""baltic"", ""warsaw"", ""threat""]","[""ukraine"", ""russia"", ""compromise"", ""country"", ""war"", ""europe"", ""nato"", ""russian"", ""lievens"", ""anatol""]","[""ukraine"", ""russia"", ""u"", ""right"", ""country"", ""war"", ""europe"", ""compromise"", ""nato"", ""russian""]"
